Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,22.7272727272727,20.4545454545455,22.7272727272727,20.4545454545455,25,25,22.7272727272727,22.7272727272727,25,25,25,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,18.1818181818182,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,,
Australia,AUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,60.0842195696601,60.3579657133931,60.720227015347,61.0505968264712,61.5669786392096,61.7203181338922,62.0553740416282,61.8071410905588,62.3436991525975,62.7139007849212,62.9047290524973,63.0614529502883,63.3946864871197,63.4871067258503,63.3712560040613,63.4930945159653,62.3004829282897,62.0296005102638,62.5433789359957,62.8621636749411,62.838082345131,62.2314931726176,61.3260351717585,61.5751793082801,61.5648959296044,61.2947945276805,61.3123673899744,61.4767712794345,60.7991096416438,60.4611900082007,60.2650247972612,60.6820873957018,59.9151295835882,61.0624422373508,60.3137081342827,60.557515327441,60.1642737201099,60.370722309725,59.0616091535087,59.2921390729339,59.3181729429988,58.1856995951733,57.2094294677375,57.2888327714356,57.9447561277222,56.6139046900017,55.3804199263241,54.3181078583237,53.2430391939914,51.8828996524478,53.326815374302,52.7802871535868,51.6271575569816,52.883771787095,47.6306574853885,48.2419442487149,,
Austria,AUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,,43.0540070518739,42.7585371760717,42.2596276196189,42.0985710825866,41.9496240151596,41.2448534754178,40.8537170158862,40.6793418361362,40.580044776656,40.3947693004133,40.2143364294472,40.0472281140258,39.0191323706936,38.8387024561411,38.6231533058852,38.5504964882538,38.4790518001483,38.5178015116024,38.058850839716,38.0358440300315,38.2102192097814,38.0564295370777,36.642042895904,36.7304426153049,36.7825139258901,36.6529431923968,36.6674739646404,36.9132967889093,36.941149160284,36.6178239566935,36.7752470615615,36.4858319205619,36.3162993460886,36.2569641275884,36.0995410227204,36.005086568517,35.8997347742341,35.8428179019587,35.7859039860969,35.6042619420184,35.3124254983804,35.1441020970196,34.9386047525884,34.7226919634748,34.5943333595075,34.4308555198369,34.2718419505612,34.0211674876038,33.8467880804453,33.6583071859326,33.3971267218863,33.1322506692471,32.9136934111166,32.8902247302037,32.9417255251407,32.3566761396415,,
Azerbaijan,AZE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4289879586984,53.5539612466043,53.9072532621027,53.9445064385388,54.3903299696142,55.1413784156422,56.3483847735138,56.7365927373647,57.386355575858,57.4500008866663,57.4317946998865,57.5255285450044,57.5152384121504,57.5683534678956,57.5529107735272,57.5645327323161,57.568350331905,57.5790914311967,57.6703449230822,57.6919391709462,57.6870952280192,57.704540089756,57.7005468953326,57.7017519009259,57.7355751784202,,
Burundi,BDI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,61.3317757009346,61.9158878504673,62.4610591900312,62.5,63.2398753894081,63.1230529595016,64.8753894080997,65.2647975077882,73.8707165109034,73.208722741433,73.9485981308411,74.2211838006231,77.8816199376947,79.0498442367601,80.2180685358256,81.5809968847352,83.4501557632399,82.5545171339564,81.7757009345794,81.3084112149533,80.8021806853583,80.2180685358256,80.2180685358256,80.2180685358256,80.2180685358256,81.0747663551402,81.4641744548287,81.9704049844237,81.9704049844237,82.1651090342679,82.1651090342679,82.5545171339564,82.6713395638629,80.7242990654206,79.3224299065421,77.6090342679128,76.01246105919,74.493769470405,73.481308411215,72.702492211838,72.0794392523365,71.417445482866,71.3785046728972,71.9626168224299,70.8333333333333,69.4314641744548,67.4844236760125,69.4314641744548,71.3785046728972,71.3785046728972,73.3255451713396,75.2725856697819,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,,
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8916768687563,45.799209010176,45.8751643192186,45.9775413200753,45.9478219560149,45.6737120211361,45.5746367239102,45.1420087323005,45.0891693800571,45.0330242927986,44.7721252038269,44.111623222321,43.9894319682959,44.1380449141347,43.966316011497,43.8573315719947,44.6103054434653,,
Benin,BEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,12.7882227740333,12.9655906349769,13.1429584959205,13.3203263568641,13.4976942178077,13.7637460092231,14.1184817311103,14.3845335225257,15.138346931536,15.3157147924796,15.7591344448386,16.025186236254,16.2025540971976,16.468605888613,16.8233416105002,17.0893934019156,17.355445193331,17.5328130542746,17.7101809152182,17.9762327066336,18.242284498049,18.5349414686059,18.6236253990777,18.7123093295495,18.8896771904931,19.4217807733239,19.5104647037957,19.5991486342675,19.6878325647393,20.1312522170983,20.2199361475701,20.3529620432778,20.5746718694573,21.2841433132316,22.3483504788932,24.0333451578574,25.6296559063498,27.0485987938985,27.5807023767293,28.3345157857396,28.9553032990422,29.8421426037602,30.7467186945725,31.6335579992905,31.2167435260731,29.5760908123448,29.6204327775807,30.5516140475346,29.7091167080525,30.5072720822987,31.3054274565449,32.8130542745655,33.2564739269244,33.2564739269244,33.2564739269244,33.2564739269244,,
Burkina Faso,BFA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,29.7478070175439,29.7843567251462,29.8209064327485,29.8574561403509,29.8940058479532,29.9342105263158,29.9707602339181,30.0073099415205,30.0511695906433,30.1023391812865,30.0438596491228,30.343567251462,30.6030701754386,30.8954678362573,31.1988304093567,31.3779239766082,31.5606725146199,31.7434210526316,31.9261695906433,32.108918128655,32.2916666666667,32.4744152046784,32.6571637426901,32.8399122807018,33.0226608187134,33.2054093567251,33.406432748538,34.9561403508772,35.0877192982456,34.9963450292398,34.9049707602339,34.8135964912281,34.7222222222222,34.4700292397661,34.5394736842105,34.9049707602339,36.0014619883041,36.4400584795322,36.4400584795322,35.7090643274854,38.6330409356725,39.3640350877193,40.8260233918129,38.9985380116959,40.0950292397661,39.3640350877193,40.0950292397661,44.1154970760234,43.0190058479532,44.1520467836257,43.0921052631579,44.2251461988304,44.9561403508772,44.2251461988304,44.2251461988304,44.2251461988304,,
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,72.827840516248,72.8047937312745,72.827840516248,73.1351309825613,74.0339555965276,74.1338249980794,74.4795267726819,74.2797879695783,74.3258815395252,74.4948912959975,74.4795267726819,76.7534762234002,76.7381117000845,76.7381117000845,76.853345624952,76.807252055005,76.7534762234002,76.7227471767688,76.6920181301375,76.7227471767688,76.6766536068218,76.6536068218484,76.5460551586387,77.2835522777906,77.0300376430821,77.1375893062918,77.7060766689713,80.102942306215,80.2258584927403,79.7879695782438,79.2809403088269,73.3579165706384,72.5666436198817,71.8906045939925,72.0135207805178,71.6524544825997,71.9443804255973,72.4744564799877,72.873934086195,72.2132595836214,72.2363063685949,71.8521932857033,71.6601367442575,71.6217254359684,71.5295382960744,71.2913881846816,71.1838365214719,71.0839671199201,71.0301912883153,70.9917799800261,70.1236844126911,70.0622263194284,69.9700391795345,69.900898824614,70.3867268523853,70.6323266569678,,
Bulgaria,BGR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.27903823556,51.387507909247,51.4598210250384,52.1739130434783,52.3637349724306,52.4450872276959,52.9964747356052,53.1591792461358,54.4336979119588,54.3252282382717,54.3161890987978,54.4336979119588,54.0721323330019,54.5783241435415,53.828075567206,56.0245864593691,56.0968995751604,56.1420952725301,56.0968995751604,55.8709210883124,55.8528428093645,55.8799602277863,55.8347645304167,55.7895688330471,55.7624514146253,55.7353339962036,55.7353339962036,55.6991774383079,55.7534122751514,55.6720600198861,55.6901382988339,55.6268643225165,55.3285727198771,55.6720600198861,55.7172557172557,55.7172557172557,56.0697821567387,51.0259423302902,51.3332730724035,50.4564765434331,49.6971888276236,48.9430147058824,48.9657074561,49.006987863185,48.4628129602356,47.7768572217619,47.1043182027438,46.9662093729859,46.3338246131172,46.5364775239499,46.8680913780398,47.1904937361828,46.0114222549742,45.8456153279293,46.1670956369174,46.2509211495947,,
Bahrain,BHR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,11.5942028985507,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,13.0434782608696,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,14.0845070422535,12.9577462102326,12.9577462102326,12.9577462102326,12.361110581292,11.9178079578975,11.7567564990069,11.5540543118039,11.1999994913737,10.7894734332436,10.9999995482595,11.2860901914618,11.2125172407413,11.1688316642464,11.1688316642464,11.1543457220124,11.0539846325564,11.0539846325564,,
"Bahamas, The",BHS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.4985014985015,1.4985014985015,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,,
Bosnia and Herzegovina,BIH,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96875,42.7734375,42.578125,42.48046875,42.3828125,42.28515625,42.1875,41.11328125,41.6015625,41.5234375,41.46484375,42.36328125,42.3710918426514,42.12890625,42.16796875,41.97265625,41.6015625,41.5625,41.875,42.01171875,42.109375,42.20703125,42.12890625,42.5,43.14453125,,
Belarus,BLR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2975744429107,46.1151646618024,46.0757247091303,46.0412147505423,46.0116347860383,45.8785249457701,45.8834549398541,45.7552750936699,45.6123052652337,45.0009859988168,44.49539022827,44.3031109796381,44.1644889305261,44.1206922052951,44.1498275012321,43.942828979793,43.9477575160177,44.014397002268,43.8541153277477,43.7386033216697,43.3492681484402,42.9317713441956,42.4879174012708,42.2420157125243,42.0354891269939,,
Belize,BLZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,3.46339324857519,3.46339324857519,3.50723366944323,3.50723366944323,3.50723366944323,3.55107409031127,3.55107409031127,3.55107409031127,3.59491451117931,3.59491451117931,3.63875493204735,3.63875493204735,3.68259535291539,3.68259535291539,3.72643577378343,3.72643577378343,3.77027619465147,4.07715914072775,4.12099956159579,4.20868040333187,4.25252082419991,4.25252082419991,4.25252082419991,4.25252082419991,4.42788250767207,4.51556334940815,4.91012713722052,5.04164839982464,5.26085050416484,5.52389302937308,5.69925471284524,5.96229723805348,6.26918018412977,6.26918018412977,6.40070144673389,6.44454186760193,6.48838228846997,6.48838228846997,6.57606313020605,6.53222270933801,6.53222270933801,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.79526523454625,6.88294607628233,6.88294607628233,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,,
Bermuda,BMU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,7.40740738696685,5.55555567819886,5.55555567819886,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,,
Bolivia,BOL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.7319302132373,27.6396196806056,27.5150004615527,27.5805409397212,27.614695836795,27.6479276285424,27.6820825256162,27.7153143173636,27.9340902797009,27.9673220714484,28.3707190990492,28.8655035539555,28.9005815563556,29.3944429059356,29.8901504661682,29.9233822579156,30.4190898181482,30.4523216098957,30.947106064802,30.9812609618758,31.4769685221084,31.5111234191821,31.5452783162559,32.0474476137727,32.0197544539832,32.4960768023631,32.5182313301948,32.5394627527001,32.74254592449,32.7286993445952,33.0434782608696,33.0757869472907,33.4284131819441,33.5558017169759,33.785654943229,33.8631957906397,34.0385858026401,34.1382811778824,34.218591341272,34.2869011354195,34.2989015046617,34.4419828302409,33.829040893566,33.8013477337764,34.119819071356,34.2582848703037,34.51490815102,34.6026031570202,34.7761469583679,34.6312194221361,34.6690667405151,34.755838641189,34.8361488045786,34.8029170128312,34.7650696944521,34.7872242222838,,
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,18.0101075119584,18.6540306814674,19.3237969213246,19.8657835355713,20.386712833238,20.9489192571553,21.4867183368549,22.1607917551034,23.1843448422735,23.3780482260407,23.8847399062471,24.2681984269227,24.6300014117974,25.1303519682609,25.5339106547629,25.8439078550969,26.1481621509092,26.3263118349298,26.6223107054919,26.833482090513,27.0184514736532,27.2950680414542,27.3770240747343,27.508991234892,27.6426334088685,28.0032399553011,28.2109416688402,28.4377863974521,28.646564905589,28.9069099105782,29.305682843312,29.5172131598657,29.8467123068051,30.080616022225,30.9245836992441,30.990028882024,31.0554740648039,31.1207996037396,31.1982091709399,31.2756187381403,31.5219654133575,31.8094695709811,32.1206632097572,32.5589186110785,32.5948828028724,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.9746809696894,33.4478723735185,33.9284816956883,33.9887821931674,33.9245334488295,,
Barbados,BRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,41.8604651162791,41.8604651162791,41.8604651162791,39.5348837209302,39.5348837209302,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,34.8837209302326,32.5581395348837,30.2325581395349,29.0697674418605,27.906976744186,25.5813953488372,23.2558139534884,,
